,DLSs01,DLSs02,DLSs03,DPSs202001,DPSs202002,DPSs202003,HLs202001,HLs202002,HLs202003,SLTs202001,SLTs202002,SLTs202003,SLs01,SLs02,SLs03,XSs202001,XSs202002,XsSs202003
otu6483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
otu6484,0,0,0,0,0,0,0,9,6,0,1,0,0,0,0,2,0,0
otu6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6486,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
otu6487,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0
otu6488,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
otu6489,0,0,0,2,3,132,0,0,0,1,0,0,0,0,0,0,0,0
otu649,1,1,3,30,150,57,51,13,0,5,42,26,4,1,0,84,371,179
otu6490,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2
otu6491,1,0,1,0,0,3,2,28,0,0,0,0,1,1,1,0,0,7
otu6492,0,0,0,0,0,1,0,53,8,0,0,1,0,0,0,0,0,3
otu6493,0,0,0,0,0,6,2,27,5,1,0,1,0,0,0,0,0,3
otu6494,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0
otu6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu65,53,2,42,0,6,2,11,0,9,5,16,5,24,1,3,0,3,3
otu650,0,0,0,19,49,10,0,17,0,0,0,2,0,0,0,29,75,18
otu6502,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,4,0,0
otu6504,0,41,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu6505,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0
otu6509,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,0,0
otu651,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu6513,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
otu6516,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0
otu6518,0,0,0,3,1,1,2,1,0,0,4,0,0,0,0,4,14,7
otu6519,2,0,3,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0
otu652,6,9,16,0,0,4,7,5,27,4,4,8,9,1,6,1,13,16
otu6522,0,8,8,2,0,1,4,1,4,4,5,12,3,4,3,2,4,2
otu6526,3,0,4,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0
otu6527,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6528,0,0,0,1,0,1,1,0,0,0,1,5,0,0,0,1,2,3
otu653,1,0,8,0,23,0,0,53,68,0,52,6,0,0,0,0,19,1
otu6530,2,1,1,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0
otu6531,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu6532,47,0,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
otu6533,30,0,0,0,0,0,6,0,0,0,1,0,2,0,1,1,0,0
otu6534,2,0,4,0,0,0,0,0,1,9,0,0,2,2,19,0,0,0
otu6535,0,1,0,0,0,0,3,0,0,0,0,0,6,0,2,0,0,0
otu6536,2,0,0,0,2,0,2,1,0,2,4,1,0,2,0,0,8,0
otu6537,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6538,2,6,10,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
otu6539,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu6540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
otu6541,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,4,0
otu6542,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6543,0,7,0,2,1,2,0,2,0,1,5,0,1,0,1,1,0,3
otu6544,1,12,3,0,0,0,0,2,0,0,0,1,4,2,1,0,0,3
otu6545,1,1,2,0,0,0,1,1,0,0,2,0,1,0,2,0,1,1
otu6546,0,17,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
otu6547,3,3,11,3,4,0,6,0,0,1,5,1,11,0,0,4,21,8
otu6548,0,1,2,0,0,0,1,0,0,0,0,0,0,9,11,0,0,1
otu6549,0,1,1,0,0,0,0,1,0,0,0,0,1,1,7,0,0,0
otu655,5,0,8,1,2,2,21,19,4,24,59,53,4,5,5,11,15,22
otu6550,0,1,0,0,1,0,5,1,0,0,2,1,0,0,0,3,9,0
otu6551,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,0
otu6552,1,1,105,0,1,1,2,0,0,1,3,0,3,1,3,1,0,3
otu6553,4,1,11,1,0,3,1,1,1,1,2,1,5,0,2,1,0,1
otu6554,1,0,3,0,0,0,0,0,0,0,1,3,4,1,5,0,0,0
otu6555,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
otu6556,0,0,1,0,0,0,1,1,1,0,0,1,11,1,1,3,0,0
otu6557,0,0,2,0,0,0,2,2,0,0,21,1,0,0,0,1,2,1
otu6558,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2
otu656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6560,2,0,0,1,1,0,1,1,2,0,1,2,1,1,1,0,0,0
otu6561,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu6562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6563,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0
otu6564,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
otu6565,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu6566,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu6568,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
otu6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu657,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
otu6575,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0
otu6576,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
otu6577,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
otu6578,0,0,0,4,2,0,1,0,5,8,2,0,0,0,0,0,0,0
otu6579,0,0,0,29,9,6,0,0,0,6,0,0,0,0,0,7,0,0
otu658,0,0,0,0,1,1,157,0,0,1,164,312,0,0,0,162,184,193
otu6580,0,0,0,0,0,0,38,0,0,8,1,1,0,0,0,10,6,6
otu6581,0,0,0,0,0,0,5,0,0,0,15,1,0,0,0,4,5,2
otu6582,0,0,0,1,0,2,5,0,2,3,2,6,0,0,0,0,3,4
otu6583,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
otu6584,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0
otu6585,0,0,0,0,0,0,6,4,0,0,18,8,0,0,0,6,1,10
otu6586,0,0,0,0,0,0,5,0,0,0,25,4,0,0,0,1,8,1
otu6587,0,0,0,0,0,1,8,1,0,1,4,5,0,0,0,4,8,8
otu6588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6589,0,0,0,0,0,0,1,0,0,0,2,10,0,0,2,3,2,5
otu659,10,9,3,30,28,40,164,125,44,79,108,57,0,0,4,110,81,148
otu6590,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
otu6591,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,1,0,0
otu6592,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,1,0,0
otu6593,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
otu6594,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu6595,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu6598,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6599,0,0,0,3,1,0,5,0,0,0,2,2,0,0,1,21,12,7
otu66,1,0,0,8,0,0,0,0,0,1,0,0,37,2,0,0,0,0
otu660,1,0,1,0,7,0,0,14,9,0,5,1,0,1,3,0,5,0
otu6600,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6601,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,14,3,3
otu6602,0,0,0,0,0,6,0,18,2,0,0,0,0,0,0,0,0,5
otu6603,0,0,0,0,0,1,0,24,10,0,0,0,0,0,0,0,1,6
otu6605,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,0,0
otu6606,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6608,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
otu661,1,0,5,0,0,0,0,0,0,0,1,0,0,13,0,0,3,0
otu6610,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
otu6613,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
otu6614,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0
otu6615,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
otu6616,0,0,0,0,0,0,0,10,4,0,2,0,0,0,0,0,0,0
otu6617,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6619,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0
otu662,1768,2,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0
otu6620,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6622,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
otu6625,0,2,3,1,0,0,0,0,0,1,2,0,5,0,3,2,8,0
otu6626,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6627,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2
otu6629,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu663,0,0,0,0,0,0,0,0,21,0,0,0,0,26,0,0,0,0
otu6632,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
otu6634,0,0,1,0,5,4,1,0,1,1,0,2,0,0,0,0,2,5
otu6635,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6637,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,3
otu6639,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu664,2,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
otu6642,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
otu6643,0,0,1,0,0,0,1,0,0,1,3,5,2,0,0,1,1,1
otu6644,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu6645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6647,2,0,5,1,0,2,5,3,1,1,2,5,1,0,1,1,1,5
otu6648,9,0,1,0,0,0,0,0,0,0,2,1,2,0,4,3,0,1
otu6649,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu665,87,32,211,0,1,14,184,214,66,39,48,31,26,25,454,17,20,57
otu6650,12,0,0,0,0,0,2,0,0,4,0,1,11,1,6,0,0,1
otu6651,2,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0
otu6652,3,0,3,0,0,0,0,0,0,0,0,0,1,1,35,0,0,1
otu6653,4,1,7,0,5,2,0,0,0,4,1,0,2,5,1,0,2,0
otu6654,8,0,3,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0
otu6655,18,0,9,0,0,1,0,1,1,0,1,1,5,1,1,1,0,3
otu6656,1,31,6,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1
otu6657,4,3,1,0,2,0,0,0,0,0,0,3,1,4,9,4,2,1
otu6658,0,23,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
otu6659,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0
otu666,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6660,9,20,27,3,6,5,15,1,1,3,19,6,7,1,5,15,50,13
otu6661,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
otu6662,0,0,19,0,0,0,1,0,1,0,1,0,2,0,4,0,0,0
otu6663,0,0,3,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0
otu6664,0,0,1,0,0,0,4,2,7,3,0,0,0,0,0,0,0,0
otu6665,0,0,2,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0
otu6666,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
otu6667,0,0,1,0,0,0,0,4,3,0,2,0,0,0,1,0,0,0
otu6668,3,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
otu667,0,0,4,1,54,2,2,71,102,6,28,2,0,0,0,1,37,0
otu6671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu6676,2,0,0,0,6,9,0,4,0,3,0,0,0,0,0,0,1,1
otu6677,0,0,0,0,2,1,3,0,0,1,0,0,3,0,0,0,0,2
otu6678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6679,0,0,1,1,1,3,2,0,5,0,2,1,1,3,1,4,1,6
otu668,0,0,0,6,36,37,4,38,10,21,4,3,0,0,0,8,37,36
otu6682,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
otu6683,0,0,0,0,0,0,4,10,0,0,0,0,1,3,5,0,0,0
otu6685,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,6
otu6686,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0,0,1,1
otu6687,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1
otu6688,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,3
otu6689,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,2,0
otu669,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6690,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0
otu6691,0,0,0,16,5,6,0,0,0,11,0,0,0,0,0,2,0,0
otu6692,1,0,0,2,13,13,0,1,0,6,0,0,0,0,0,0,2,0
otu6693,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu6694,0,0,0,2,6,27,0,2,0,10,0,0,0,0,0,0,1,7
otu6695,0,0,0,2,0,0,2,3,3,0,0,0,0,0,0,1,0,0
otu6696,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
otu6697,0,0,0,7,4,4,7,1,2,1,1,3,0,1,3,0,1,1
otu6698,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0
otu6699,1,1,0,2,7,10,0,5,0,3,0,0,0,0,0,0,2,0
otu67,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
otu670,0,0,0,0,2,0,0,4,0,0,0,0,1,3,7,0,0,0
otu6700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6701,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0
otu6702,0,0,0,0,0,2,3,7,2,2,2,2,4,1,17,1,1,1
otu6703,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0
otu6704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6705,0,0,0,1,0,0,0,0,6,4,0,0,7,2,1,0,0,0
otu6706,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0
otu6707,0,0,0,1,0,0,4,0,0,0,2,7,0,0,0,30,10,8
otu6708,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
otu6709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
otu671,2,5,0,0,0,0,7,4,18,1,0,0,0,8,1,0,0,0
otu6710,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,14,1
otu6711,1,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,1,1
otu6712,0,0,0,0,0,8,0,26,3,0,0,0,0,0,0,0,0,6
otu6713,2,0,0,0,0,2,0,41,0,0,0,0,0,0,0,0,0,5
otu6714,0,0,0,0,0,4,0,33,5,0,0,0,0,0,1,0,0,2
otu6715,0,0,1,2,0,1,3,3,0,1,4,1,1,1,0,10,5,3
otu6717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu672,0,0,0,4,0,0,23,0,0,0,11,5,0,0,0,938,10,16
otu6720,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
otu6722,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
otu6725,0,1,2,0,0,0,1,4,11,0,0,0,18,0,0,0,0,0
otu6726,0,0,1,0,0,5,0,8,6,0,3,6,0,1,0,0,0,1
otu6728,68,0,7,0,0,1,0,0,3,4,0,1,1,0,24,0,0,0
otu673,120,16,80,8,14,11,14,12,4,17,23,12,317,44,159,8,17,20
otu6730,0,0,0,0,0,1,25,27,3,2,2,0,0,0,0,2,1,1
otu6731,1,0,2,0,0,0,5,0,2,0,3,0,0,0,1,14,3,2
otu6732,0,0,0,0,0,1,0,3,1,0,1,8,0,0,0,4,1,4
otu6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6735,4,1,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,3
otu6737,0,0,1,0,1,2,0,1,0,0,0,0,0,17,0,0,0,1
otu6741,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,3,0,3
otu6742,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
otu6743,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
otu6746,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
otu6747,0,0,0,1,2,0,1,0,0,1,3,1,1,0,0,0,1,1
otu6748,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
otu6750,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu6752,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6754,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0
otu6755,2,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,0
otu6756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6757,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2
otu6759,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu676,3,0,3,0,27,1,1,71,40,0,84,6,0,0,0,0,38,0
otu6760,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
otu6761,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6762,0,8,1,0,0,0,1,2,2,0,1,0,0,1,0,0,1,21
otu6763,2,1,0,0,0,0,0,1,0,0,0,0,0,2,12,1,0,1
otu6764,70,10,15,1,1,0,1,1,0,1,0,0,2,2,4,2,3,2
otu6765,4,1,4,0,0,0,1,0,0,0,3,0,4,1,4,0,0,3
otu6766,35,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
otu6767,5,0,0,4,7,9,10,0,1,1,0,0,1,0,0,0,2,0
otu6768,8,1,14,0,0,1,1,1,0,0,2,2,6,1,4,2,0,1
otu6769,4,0,1,6,4,4,1,0,0,1,0,0,0,4,7,1,1,10
otu677,2,0,1,1,2,1,98,0,0,12,63,400,0,0,0,71,87,81
otu6770,5,0,6,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0
otu6771,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,2,3,0
otu6772,0,0,0,0,0,0,3,3,0,0,1,14,0,0,0,0,1,4
otu6773,5,0,5,0,1,0,0,0,0,0,0,1,3,2,13,0,0,1
otu6774,3,0,0,0,0,1,0,0,0,0,0,0,3,1,11,0,0,2
otu6775,7,0,0,0,0,0,0,2,0,0,0,3,4,1,10,1,1,0
otu6776,1,1,0,0,0,0,0,1,0,0,1,1,28,1,2,0,0,0
otu6777,5,0,2,0,0,0,1,2,0,0,1,3,1,1,5,2,0,1
otu6778,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6779,0,1,1,0,0,1,3,11,4,2,2,1,1,0,5,1,1,4
otu678,12,7,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0
otu6780,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6781,3,1,35,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
otu6782,2,3,2,1,0,2,3,1,4,1,0,0,6,1,2,0,0,1
otu6783,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
otu6784,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1
otu6785,0,1,0,2,3,1,1,0,1,1,0,1,4,1,0,0,2,1
otu6786,1,0,0,0,0,0,1,0,0,0,0,0,21,1,2,0,0,1
otu6787,1,1,1,0,0,0,1,0,0,0,3,1,2,2,3,0,2,7
otu6788,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu6789,0,0,1,0,0,1,0,1,0,0,5,0,0,2,4,0,1,2
otu6790,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
otu6791,1,1,4,1,0,0,2,0,0,0,5,1,0,0,0,0,1,0
otu6792,1,0,6,0,2,2,1,0,0,2,0,0,1,0,2,2,3,2
otu6793,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
otu6795,0,0,0,0,0,1,0,3,0,0,0,0,0,2,1,0,0,2
otu6796,0,0,5,0,0,0,3,4,0,0,2,5,1,0,4,1,1,2
otu6797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu6799,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu68,45,0,50,2,6,2,4,4,4,13,5,0,1,0,0,4,0,0
otu680,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6801,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6804,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
otu6805,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu6806,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2
otu6808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6809,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,9,11,2
otu681,0,0,0,9,17,25,1,34,17,0,2,3,0,0,0,13,48,34
otu6810,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6811,4,16,12,14,4,13,31,19,5,11,30,33,6,7,19,43,26,36
otu6813,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0
otu6814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6816,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
otu6817,0,0,0,1,3,2,1,0,4,5,2,3,0,0,0,0,0,0
otu6818,0,0,0,0,0,0,10,0,4,4,1,1,0,0,0,4,7,7
otu6819,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2
otu6820,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
otu6821,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1
otu6822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
otu6823,0,0,0,1,0,0,0,16,2,0,0,1,0,0,0,1,0,0
otu6824,0,0,0,0,0,0,0,1,3,0,4,2,0,0,0,0,0,0
otu6825,0,0,0,0,0,0,2,0,0,0,15,3,0,0,0,1,5,4
otu6826,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,1,1
otu6827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6828,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
otu6829,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0
otu683,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
otu6830,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu6831,0,0,0,0,0,0,2,0,0,4,3,7,0,0,0,3,4,4
otu6832,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,1,1,3
otu6833,0,0,0,0,5,1,3,0,0,1,17,1,0,0,0,0,3,1
otu6834,0,0,0,0,0,0,0,4,3,0,1,0,0,0,1,2,0,0
otu6835,0,0,0,47,14,13,0,0,0,4,0,0,1,1,0,13,3,2
otu6836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6837,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,3,0
otu6838,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu684,11,82,18,12,9,47,0,106,16,9,5,0,40,21,11,0,1,28
otu6840,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
otu6841,0,1,0,0,0,0,0,1,7,0,0,0,13,0,0,0,0,0
otu6842,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
otu6843,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2
otu6844,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
otu6845,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0
otu6846,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,2,2,1
otu6847,0,0,0,0,3,2,0,1,3,0,0,0,0,0,0,0,4,0
otu6848,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0
otu6849,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
otu685,0,0,1,0,0,1,0,1,0,0,1,0,0,4,6,1,1,0
otu6852,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0
otu6856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6859,1,0,0,0,1,0,0,0,0,0,1,1,6,0,0,1,2,1
otu686,155,18,87,3,32,77,0,11,2,3,0,0,7,9,59,0,47,7
otu6861,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,4
otu6862,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
otu6863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6864,1,0,0,0,1,3,0,6,0,0,0,0,37,0,0,0,0,0
otu6865,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
otu6866,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu6869,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
otu687,0,5,3,0,0,0,0,0,0,0,0,0,0,16,626,0,0,0
otu6871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
