,DLSs01,DLSs02,DLSs03,DPSs01,DPSs02,DPSs03,HLs01,HLs02,HLs03,SLTs01,SLTs02,SLTs03,SLs01,SLs02,SLs03,XSs01,XSs02,XSs03
otu5995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
otu5997,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
otu5999,0,0,0,0,2,0,0,0,0,0,0,0,1,12,65,0,7,2
otu6,14,4,12,437,17,4,97,128,551,6,5,39,120,470,8,136,38,38
otu60,11,101,7,3,7,24,19,10,21,0,0,0,35,150,566,16,12,260
otu600,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6000,0,0,0,0,0,0,0,0,0,0,0,0,21,0,49,0,0,0
otu6001,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,1,3,0
otu6002,0,2,0,1,0,0,0,0,1,0,0,2,12,3,8,1,0,0
otu6003,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
otu6005,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,4,1
otu6006,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,1,0
otu6007,1,8,6,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
otu6009,0,0,0,0,0,4,0,0,1,1,1,1,0,1,0,0,0,4
otu601,0,0,0,0,0,160,1,0,0,12,9,12,0,0,0,12,2,53
otu6011,0,0,2,2,5,0,2,3,0,0,0,0,5,3,1,1,0,0
otu6012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
otu6013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6014,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0
otu6015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1
otu6017,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,27,3,4
otu6018,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,3
otu6019,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
otu602,33,28,33,10,6,3,94,60,72,9,2,8,7,9,31,67,394,78
otu6020,8,0,2,0,0,1,0,0,0,0,1,2,0,3,5,0,0,0
otu6021,10,0,6,0,26,0,0,1,2,0,0,0,3,0,0,0,0,0
otu6022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6023,0,59,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6024,0,0,18,0,0,0,0,22,4,0,2,0,0,0,0,6,5,3
otu6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
otu6026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6027,0,0,0,0,0,0,14,19,11,0,1,2,0,0,1,3,1,3
otu6029,0,0,0,2,2,0,0,0,6,0,0,1,27,5,2,0,1,0
otu603,0,0,0,0,0,213,9,5,8,47,47,34,1,0,0,13,2,58
otu6030,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6032,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,1,0,4
otu6033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6035,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1
otu6037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6038,9,2,5,3,0,0,3,32,3,0,3,0,0,2,0,1,5,4
otu6039,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu604,1,2,1,1,0,0,1,0,0,0,0,0,3,1,14,0,0,1
otu6041,2,0,9,1,2,0,5,3,2,0,0,0,1,2,5,0,1,0
otu6042,0,0,0,0,1,1,0,0,0,0,0,0,3,3,73,0,0,0
otu6044,0,0,0,0,0,0,0,3,0,7,5,1,0,0,0,0,0,0
otu6045,4,0,0,0,2,0,0,0,0,0,0,1,23,3,9,0,0,0
otu6046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu605,0,0,0,0,1,0,80,966,72,0,74,0,0,0,0,80,100,107
otu6050,0,2,1,1,0,2,1,0,0,0,0,0,3,1,1,1,0,0
otu6051,0,10,10,1,2,0,2,0,3,0,0,0,1,1,0,0,1,0
otu6052,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
otu6053,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
otu6054,4,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0
otu6055,0,1,13,0,0,7,0,1,0,0,0,1,0,0,0,0,0,1
otu6056,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,1,0,1
otu6057,0,0,0,1,15,0,0,21,0,0,3,0,0,0,0,1,6,2
otu606,1,0,0,0,0,12,0,1,3,0,0,9,0,0,0,0,43,5
otu6061,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,6,1,2
otu6062,10,1,1,0,1,0,1,0,0,1,0,0,9,0,8,0,0,0
otu6063,3,0,11,8,10,0,3,2,0,0,1,0,0,0,0,4,4,0
otu6064,2,0,0,0,1,0,1,0,0,0,0,0,11,3,9,0,0,1
otu6065,16,37,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6066,7,4,0,0,0,0,0,17,2,0,0,0,8,0,1,3,0,3
otu6067,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0
otu6068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6069,0,0,0,0,0,0,0,6,1,0,0,0,1,4,91,0,0,0
otu607,0,0,0,0,0,77,0,0,1,2,4,1,0,0,0,49,1,17
otu6071,1,1,4,0,58,0,0,0,0,0,0,0,2,3,1,0,0,0
otu6072,0,0,2,1,1,1,13,47,16,0,1,1,3,4,3,18,18,3
otu6073,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu6074,10,0,0,0,8,0,0,0,0,0,0,0,17,26,16,0,0,0
otu6075,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
otu6076,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1
otu6077,0,0,0,1,0,1,3,1,1,0,0,0,1,3,4,13,6,21
otu6078,0,0,0,0,1,1,3,1,1,0,1,0,10,0,0,2,2,9
otu6079,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
otu608,261,94,224,12,32,1,8,25,3,0,1,0,82,360,1411,7,11,1
otu6080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6081,5,1,5,5,10,0,1,0,2,0,0,1,5,22,5,0,2,0
otu6082,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
otu6083,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6084,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu6086,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
otu6087,0,0,1,5,12,4,3,15,6,0,3,0,2,2,0,6,4,5
otu6088,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,28,6,4
otu609,0,0,2,14,5,0,0,0,0,0,0,0,16,9,13,0,0,0
otu6090,0,0,0,0,0,1,0,1,0,2,8,10,0,0,0,0,0,0
otu6091,0,0,7,0,0,2,4,1,1,2,0,0,0,0,0,0,0,0
otu6092,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,3,0
otu6093,9,0,16,0,0,0,0,0,0,0,0,0,7,0,3,0,1,0
otu6094,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6095,18,1,0,11,0,0,2,4,0,0,0,0,1,0,0,1,0,0
otu6096,0,0,0,0,0,5,0,0,0,4,1,2,0,1,1,4,0,0
otu6097,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,8,0
otu6098,31,2,23,2,0,0,0,2,0,0,0,0,2,0,4,0,0,0
otu6099,9,1,7,0,3,0,12,23,6,2,0,2,1,6,1,2,4,3
otu61,129,0,6,2,0,0,0,0,0,0,1,0,195,16,5,22,1,0
otu610,47,347,84,15,6,6,33,13,2,6,4,7,13,0,0,9,5,6
otu6100,4,2,7,0,0,0,4,3,2,0,1,0,7,5,17,4,4,1
otu6101,0,1,0,1,15,0,9,6,5,2,0,0,0,0,0,5,6,2
otu6102,1,0,0,0,4,1,1,0,1,1,2,0,0,0,0,3,3,0
otu6103,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
otu6104,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu6105,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,5,1
otu6106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu6107,3,19,7,4,6,4,1,2,3,0,0,0,6,7,18,5,25,20
otu611,0,0,0,0,0,128,3,4,0,7,5,1,0,0,0,21,4,26
otu6112,0,1,4,0,0,0,0,6,0,0,1,2,0,0,0,1,5,5
otu6113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6114,0,1,4,1,1,0,2,0,2,0,0,0,18,9,29,0,0,0
otu6115,0,0,0,9,2,0,1,0,1,0,0,0,0,0,0,2,22,1
otu6116,0,0,0,0,0,0,19,6,7,7,0,0,0,0,0,4,2,5
otu6117,0,0,0,0,0,0,12,24,5,0,2,3,0,0,0,3,1,0
otu6118,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0
otu612,67,60,95,8,97,7,19,17,15,2,3,2,32,24,36,75,107,82
otu6120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6121,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,6,2
otu6123,0,0,0,0,0,7,0,0,0,0,4,1,0,0,0,0,0,3
otu6124,1,1,6,3,2,1,5,1,1,0,0,0,1,0,0,4,3,3
otu6125,11,0,3,0,2,0,0,2,0,0,0,0,9,14,27,0,0,1
otu6126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
otu6128,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
otu613,135,136,277,11,122,17,15,51,47,7,12,14,80,118,554,51,32,43
otu6130,0,0,0,0,2,0,1,1,0,0,0,0,0,13,5,0,0,0
otu6131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6132,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
otu6133,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0
otu6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6135,8,0,1,0,0,0,0,0,0,0,0,0,9,5,4,0,0,1
otu6136,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
otu6137,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0
otu6138,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1
otu6139,0,3,3,3,4,0,1,0,1,0,0,0,0,4,0,5,2,2
otu614,12,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0
otu6140,0,0,0,0,0,0,3,2,1,0,2,0,7,0,1,7,1,1
otu6141,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6142,1,0,0,0,1,0,0,0,0,0,1,0,8,1,8,0,0,0
otu6143,0,0,0,0,0,0,4,2,15,0,0,5,0,0,0,4,4,4
otu6147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6149,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0
otu615,2,0,20,4,7,0,0,0,0,0,0,0,3,1,0,0,0,1
otu6151,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6152,1,1,0,1,0,0,3,3,4,0,0,0,1,0,0,17,4,4
otu6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6156,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu6157,0,1,2,5,3,0,3,4,1,0,1,0,0,0,0,3,4,2
otu6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
otu6161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,4
otu6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
otu6164,1,1,2,8,15,0,0,0,2,0,0,0,0,0,0,1,4,1
otu6165,2,2,2,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0
otu6166,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
otu6167,1,0,0,0,0,0,2,1,3,0,0,0,6,5,9,0,1,0
otu6168,13,3,3,0,0,0,0,0,1,0,0,0,13,0,15,0,0,0
otu6169,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1,0,0,0
otu617,10,9,18,11,1,12,2,3,6,14,9,16,0,1,9,26,2,1
otu6170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6172,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
otu6173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6178,0,0,0,2,0,2,0,3,1,0,0,1,0,0,1,3,8,1
otu6179,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
otu618,0,1,0,0,0,54,3,0,12,0,0,8,0,0,1,0,14,35
otu6180,0,0,0,0,1,0,0,0,0,0,0,0,33,1,1,0,0,0
otu6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
otu6182,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
otu6183,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,1,1,1
otu6184,0,0,0,0,2,0,0,0,0,0,0,0,21,3,3,0,0,0
otu6185,0,6,0,0,35,0,0,0,0,0,0,0,2,1,3,0,0,0
otu6186,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0
otu6187,0,0,0,0,1,0,1,1,0,6,6,1,0,0,1,0,0,0
otu6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu619,0,0,0,0,0,28,1,1,2,0,0,4,0,0,0,0,32,8
otu6190,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
otu6191,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
otu6192,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0
otu6194,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6195,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
otu6196,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu6197,19,1,0,0,5,0,0,0,0,0,0,0,10,16,14,0,0,0
otu6198,9,0,0,0,5,0,0,0,0,0,0,0,9,15,12,0,0,0
otu6199,2,5,32,0,3,0,3,1,1,0,2,0,1,2,6,1,0,5
otu62,2,1,4,3,0,669,4,1,1,4,5,1,4,1,0,74,69,951
otu620,63,39,63,8,32,6,49,34,31,2,3,8,95,120,88,95,53,86
otu6200,0,0,0,0,0,1,2,3,1,6,6,4,1,0,0,0,0,0
otu6202,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,1,1
otu6204,1,20,2,3,2,0,6,2,1,1,1,0,0,0,0,3,1,2
otu6205,3,8,3,0,5,1,3,10,0,2,0,0,1,3,0,8,7,2
otu6207,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6208,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
otu621,23,21,40,5,123,13,13,7,10,1,1,3,12,8,5,47,17,69
otu6210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6211,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
otu6212,0,0,0,0,0,0,5,1,0,0,0,0,4,2,0,0,1,1
otu6213,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,0,0,0
otu6214,7,2,21,2,5,0,3,5,1,0,0,0,1,1,2,6,3,1
otu6215,0,0,1,0,32,0,3,11,0,0,0,0,1,0,0,2,3,1
otu6217,1,0,0,0,0,2,1,0,3,0,0,0,1,0,0,1,0,0
otu6218,0,0,0,0,2,0,0,0,0,0,0,0,42,0,7,1,0,0
otu622,24,151,1,4,6,21,0,0,0,15,17,20,15,420,139,32,1,0
otu6220,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
otu6221,0,0,0,0,1,2,1,0,0,2,1,1,0,0,0,0,0,1
otu6222,11,18,7,1,0,0,0,0,0,0,0,0,2,27,1,0,0,0
otu6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
otu6224,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
otu6226,0,0,1,0,21,0,0,0,1,0,0,0,1,0,1,0,0,1
otu6227,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0
otu6229,0,0,3,0,6,0,4,5,2,1,0,0,3,1,1,5,4,0
otu623,6,225,7,4,0,0,45,816,51,0,51,0,3,0,0,72,121,90
otu6230,0,0,15,0,0,14,0,0,0,0,1,1,0,0,0,0,0,6
otu6231,13,0,1,0,1,0,0,0,0,0,0,0,18,0,3,0,0,0
otu6232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6233,1,0,7,2,2,0,0,0,0,0,0,0,3,58,11,0,0,0
otu6234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6235,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
otu6236,0,0,0,0,0,0,5,0,0,4,3,1,0,0,0,0,0,1
otu6237,0,0,0,0,0,2,0,0,1,1,0,5,0,0,0,0,0,0
otu6238,0,0,0,0,0,0,37,4,3,1,1,0,0,0,0,4,10,3
otu6239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu624,0,2,2,0,0,25,2,0,0,2,0,0,0,1,0,11,25,19
otu6242,0,0,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu6247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6248,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
otu6249,0,4,18,4,3,0,1,0,0,0,1,0,2,6,42,0,0,1
otu625,15,11,16,5,3,3,35,41,20,6,6,1,41,13,21,97,30,32
otu6250,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu6251,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
otu6252,0,0,0,3,7,0,32,7,1,0,0,0,0,1,1,3,2,1
otu6253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6254,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
otu6256,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,5
otu6257,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
otu6259,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu6260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu6261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
otu6262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
otu6263,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
otu6264,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
otu6266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
otu6267,0,0,0,0,0,0,2,18,3,0,7,1,0,0,0,4,2,3
otu6269,14,183,125,79,22,2,9,19,4,0,1,0,5,4,2,40,58,32
otu627,0,0,0,0,0,34,9,8,16,9,6,9,0,0,1,5,2,30
otu6272,0,1,0,5,0,0,3,14,1,0,4,0,0,0,0,0,1,2
otu6273,0,1,1,0,0,0,9,2,1,0,0,0,2,1,0,7,0,1
otu6274,5,0,0,0,1,0,0,0,0,0,0,0,16,13,17,0,0,0
otu6275,3,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0
otu6276,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,1,0,3
otu6277,1,1,8,5,1,1,1,6,0,3,0,0,0,0,0,0,4,1
otu6278,0,0,0,0,1,0,1,0,2,0,0,0,25,0,1,0,1,0
otu6279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu628,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,1,2,1
otu6281,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6282,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
otu6284,0,0,0,2,0,11,0,0,0,0,1,1,0,0,0,0,0,0
otu6285,3,3,4,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1
otu6286,3,29,37,5,20,0,0,7,0,0,3,0,1,0,0,1,3,4
otu6287,0,0,0,1,3,0,0,0,0,0,0,0,7,0,0,0,2,0
otu6288,1,63,17,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6289,0,0,0,0,0,0,44,8,1,5,0,0,1,2,0,6,2,4
otu629,3,2,7,1,2,0,0,0,1,0,0,1,1,2,4,0,0,1
otu6290,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3
otu6291,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
otu6293,0,0,0,0,0,1,0,0,0,2,1,8,0,0,1,5,0,0
otu6296,2,2,4,0,0,2,2,2,1,1,1,1,5,1,3,3,0,1
otu6297,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0
otu6298,11,12,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu63,0,74,49,31,30,10,0,0,9,0,0,8,1,0,6,0,0,10
otu630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6300,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu6301,2,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,1,0
otu6302,0,0,0,0,0,0,0,0,0,0,0,0,19,3,8,1,4,0
otu6303,0,2,1,0,0,0,4,4,1,1,0,0,0,3,18,0,3,1
otu6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6306,0,0,0,0,1,0,0,0,1,0,0,0,3,13,55,0,0,0
otu6307,1,0,1,0,6,0,0,0,0,0,0,0,0,8,16,0,0,0
otu6308,1,0,1,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0
otu6309,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0
otu631,0,6,4,1,1,4,5,2,4,8,7,10,1,1,1,1,4,2
otu6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu6312,13,1,1,1,0,0,0,0,0,0,0,0,9,0,18,0,0,0
otu6314,18,3,60,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
otu6315,1,0,0,0,0,0,1,26,0,0,2,0,0,0,0,6,1,2
otu6316,0,6,2,0,0,0,0,1,0,3,1,2,1,0,0,5,0,0
otu6317,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
otu6318,0,0,0,0,0,0,15,4,8,3,1,1,2,5,5,3,2,1
otu6319,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
otu632,0,1,0,0,0,204,1,7,2,29,32,18,1,0,0,0,20,43
otu6321,0,0,0,0,0,0,13,2,10,4,1,1,2,1,2,4,0,4
otu6322,0,0,0,0,0,0,17,5,4,0,0,0,0,0,0,12,6,4
otu6323,0,0,0,0,2,0,0,0,0,0,0,0,1,40,34,1,0,0
otu6324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6325,4,11,21,0,0,0,1,2,6,0,0,1,11,2,3,6,7,6
otu6326,0,0,0,1,0,0,2,1,1,0,0,0,1,0,2,3,1,0
otu6327,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1
otu6328,0,0,1,0,0,2,0,2,1,3,6,3,0,0,0,1,0,0
otu6329,0,0,3,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
otu6331,2,0,0,0,0,0,3,2,15,0,0,0,0,0,0,3,6,4
otu6332,21,1,7,1,0,0,1,13,2,0,0,0,0,0,4,1,0,0
otu6333,0,12,6,1,0,0,0,1,0,0,0,0,0,0,3,2,0,14
otu6335,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
otu6336,0,0,2,1,3,0,0,1,1,1,1,1,1,0,0,2,4,0
otu6337,5,1,0,0,2,0,0,0,0,0,0,0,10,28,24,0,0,0
otu6338,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu6339,0,0,1,0,3,0,3,20,3,0,3,0,3,0,0,5,3,3
otu634,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
otu6343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
otu6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
otu6345,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0
otu6346,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
otu6347,1,3,1,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6348,0,1,5,0,42,0,0,0,0,0,0,0,1,0,1,2,0,2
otu6349,5,0,17,0,0,2,0,8,1,0,0,0,0,0,2,1,1,0
otu635,0,0,20,4,6,0,0,0,0,0,0,0,2,1,0,1,0,0
otu6350,0,0,3,0,38,0,0,1,0,0,1,0,0,1,1,0,0,0
otu6351,0,0,0,0,0,0,1,1,0,0,0,0,2,9,4,0,0,0
otu6352,0,0,0,0,0,0,5,5,14,0,0,6,0,0,0,3,5,7
otu6353,0,0,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,1
otu6354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu6357,0,0,0,0,0,5,0,0,0,0,5,2,0,0,0,0,6,0
otu6358,0,0,1,0,0,0,4,1,2,0,0,0,13,1,6,3,1,1
otu636,10,4,0,31,35,0,1,4,0,0,1,0,942,32,34,1,0,0
otu6360,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu6361,1,48,2,8,4,0,0,0,0,0,0,0,0,0,0,3,0,1
otu6362,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0
otu6363,7,58,20,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
otu6364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu6365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6368,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6369,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1
otu637,9,5,0,0,0,0,1,0,0,1,0,1,13,0,8,0,0,1
